"","CAMIS","DBA","INSPECTION.DATE","GRADE","INSPECTION.TYPE","SCORE"
"3114","40998001","KOMBIT KREYOL","04/27/2018","C","Cycle Inspection / Re-inspection",39
"3115","40998470","ANDY'S RESTAURAUNT","03/22/2019","A","Cycle Inspection / Re-inspection",5
"3116","40998515","HEARTH","03/16/2019",NA,"Cycle Inspection / Initial Inspection",11
"3117","40998581","TRUMP CAFE & GRILL","01/31/2019","A","Cycle Inspection / Initial Inspection",7
"3118","40998586","TRUMP BAR","02/14/2019","A","Cycle Inspection / Initial Inspection",5
"3119","40998924","SUGAR SWEET SUNSHINE","02/07/2019","A","Cycle Inspection / Initial Inspection",11
"3120","40998983","CASA MONO/BAR JAMON (NEXT DOOR)","11/14/2018","A","Cycle Inspection / Re-inspection",7
"3121","40999052","ALLIGATOR LOUNGE","10/29/2018","A","Cycle Inspection / Initial Inspection",13
"3122","40999185","GAETANA'S CUCINA ITALIANA","09/11/2018","B","Cycle Inspection / Re-inspection",19
"3123","40999249","HEARTLAND BAGELS","07/26/2018","A","Cycle Inspection / Initial Inspection",10
"3124","40999268","HIBISCUS RESTAURANT","12/04/2018","A","Cycle Inspection / Re-inspection",13
"3125","40999287","IL COLOSSEO","03/28/2018","A","Cycle Inspection / Initial Inspection",11
"3126","40999297","SORRENTO","04/12/2019","A","Cycle Inspection / Initial Inspection",7
"3127","40999540","LA ESQUINA CRIOLLA","03/07/2019","A","Cycle Inspection / Initial Inspection",13
"3128","40999668","DUNKIN' DONUTS/BASKIN ROBBINS","07/20/2018","A","Cycle Inspection / Initial Inspection",13
"3129","40999727","KGB BAR","01/09/2018","A","Cycle Inspection / Initial Inspection",12
"3130","41000172","CAFE 101","03/06/2019","A","Cycle Inspection / Re-inspection",7
"3131","41000697","NOWHERE","10/15/2018","A","Cycle Inspection / Initial Inspection",0
"3132","41000961","BLEECKER STREET PIZZA","11/19/2018","B","Cycle Inspection / Re-inspection",21
"3133","41001024","LA PLAYA RESTAURANT","03/13/2019","A","Cycle Inspection / Re-inspection",8
"3134","41001087","WOLFGANG'S STEAK HOUSE","07/26/2018","A","Cycle Inspection / Initial Inspection",9
"3135","41001192","ANTIQUE GARAGE","03/05/2018","A","Cycle Inspection / Initial Inspection",9
"3136","41001363","GOOD COMPANY TAVERN","08/07/2018","A","Cycle Inspection / Initial Inspection",9
"3137","41001677","PYLOS","06/13/2018","A","Cycle Inspection / Initial Inspection",12
"3138","41001763","ORIENTAL GARDEN RESTAURANT","10/10/2018","A","Cycle Inspection / Initial Inspection",7
"3139","41002004","MAMA'S BACKYARD CAFE","01/02/2019","A","Cycle Inspection / Initial Inspection",9
"3140","41002547","MCDONALD'S","09/25/2018","A","Cycle Inspection / Initial Inspection",9
"3141","41002789","SUNSET RIDGE DELI","06/08/2018","A","Cycle Inspection / Initial Inspection",5
"3142","41003300","BUMBLE & BUMBLE CAFE","07/27/2018","A","Cycle Inspection / Initial Inspection",12
"3143","41003435","CAFE REGULAR","03/22/2019","A","Cycle Inspection / Initial Inspection",12
"3144","41003679","TEEDA THAI CUISINE","09/13/2018","A","Cycle Inspection / Initial Inspection",13
"3145","41003717","KINGDOM PIZZA","02/20/2019","A","Cycle Inspection / Initial Inspection",3
"3146","41004014","WOODHAVEN HOUSE","05/08/2018","A","Cycle Inspection / Initial Inspection",4
"3147","41004067","CHINA SUN","04/10/2019","A","Cycle Inspection / Initial Inspection",7
"3148","41004075","HALE & HEARTY SOUP","07/26/2018","A","Cycle Inspection / Initial Inspection",7
"3149","41004133","PRIMO CAPPUCCINO","08/10/2018","A","Cycle Inspection / Initial Inspection",12
"3150","41004145","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","09/20/2018","C","Cycle Inspection / Re-inspection",30
"3151","41004222","JAMESONS PUB","02/26/2019","A","Cycle Inspection / Initial Inspection",7
"3152","41004284","CAFE CLASSICO","09/05/2018","A","Cycle Inspection / Initial Inspection",9
"3153","41004293","FORT WASHINGTON BAKERY AND DELI","04/06/2018","A","Cycle Inspection / Initial Inspection",7
"3154","41004486","GALANGA THAI COOKING","04/02/2018","A","Cycle Inspection / Initial Inspection",11
"3155","41004491","LA FLOR DEL PARAISO FRANCY RESTAURANT #4","03/14/2019","A","Cycle Inspection / Initial Inspection",7
"3156","41004673","BISTRO LE STEAK","03/14/2019","A","Cycle Inspection / Initial Inspection",9
"3157","41004674","FLORIDITA RESTAURANT UPTOWN","03/12/2019","A","Cycle Inspection / Re-inspection",13
"3158","41004767","SUBWAY","12/20/2018","A","Cycle Inspection / Initial Inspection",7
"3159","41004797","LINKS CLUB","05/10/2018","A","Cycle Inspection / Initial Inspection",9
"3160","41004799","HONG KONG RESTAURANT","10/01/2018","A","Cycle Inspection / Initial Inspection",7
"3161","41004963","CHIPOTLE MEXICAN GRILL","10/31/2018","A","Cycle Inspection / Initial Inspection",7
"3162","41004976","SUBWAY","05/11/2018","A","Cycle Inspection / Initial Inspection",3
"3163","41005009","DUNKIN' DONUTS","02/15/2019","A","Cycle Inspection / Initial Inspection",11
"3164","41005011","DUNKIN' DONUTS","09/06/2018","A","Cycle Inspection / Initial Inspection",13
"3165","41005015","DUNKIN' DONUTS","07/31/2018","A","Cycle Inspection / Initial Inspection",2
"3166","41005098","MOTHER'S RUIN","04/08/2019","A","Cycle Inspection / Initial Inspection",13
"3167","41005529","ELSA LA REYNA DEL CHICHARRON","03/27/2019","A","Cycle Inspection / Initial Inspection",4
"3168","41005946","MIKE'S OAKWOOD DINER","03/05/2019","A","Cycle Inspection / Re-inspection",9
"3169","41006004","VIVA MEXICO","01/26/2018","A","Cycle Inspection / Re-inspection",13
"3170","41006018","THE FIVE SPOT","08/17/2018","A","Cycle Inspection / Re-inspection",10
"3171","41006035","OVERLOOK","06/04/2018","A","Cycle Inspection / Initial Inspection",13
"3172","41006043","12 CHAIRS","01/28/2019","Z","Cycle Inspection / Re-inspection",24
"3173","41006183","KITTERY","07/11/2018","A","Cycle Inspection / Re-inspection",13
"3174","41006323","PAPA JOHN'S","12/13/2018","A","Cycle Inspection / Initial Inspection",11
"3175","41006331","THE ALHAMBRA BALL ROOM","12/07/2018","A","Cycle Inspection / Re-inspection",8
"3176","41006352","KENKA","11/02/2018","C","Cycle Inspection / Re-inspection",43
"3177","41006719","SQUARE DINER","02/21/2019","A","Cycle Inspection / Initial Inspection",6
"3178","41006744","STARBUCKS","05/16/2018","A","Cycle Inspection / Initial Inspection",10
"3179","41006765","DOS CAMINOS","01/24/2019","A","Cycle Inspection / Initial Inspection",13
"3180","41007188","SUBWAY","03/25/2019","A","Cycle Inspection / Initial Inspection",12
"3181","41007533","UMI NO IE","11/13/2018","A","Cycle Inspection / Re-inspection",12
"3182","41007766","NEW RED STAR","11/19/2018","A","Cycle Inspection / Re-inspection",10
"3183","41007823","BARMASA / MASA","12/05/2018","A","Cycle Inspection / Initial Inspection",6
"3184","41007868","PAX","01/18/2019","A","Cycle Inspection / Re-inspection",3
"3185","41007946","FRAMES BOWLING LOUNGE","03/28/2019","A","Cycle Inspection / Re-inspection",7
"3186","41008043","SUNSET DELI","11/29/2018","A","Cycle Inspection / Re-inspection",10
"3187","41008329","NATIONAL BAKERY","12/03/2018","A","Cycle Inspection / Re-inspection",9
"3188","41008388","LANDMARC","06/21/2018","A","Cycle Inspection / Initial Inspection",7
"3189","41008413","TU SONRISA","01/17/2019","A","Cycle Inspection / Initial Inspection",10
"3190","41008526","KANOYAMA","04/03/2019","Z","Cycle Inspection / Re-inspection",20
"3191","41008641","PER SE","10/04/2018","A","Cycle Inspection / Re-inspection",13
"3192","41008857","KRISS WEST INDIAN RESTAURANT","03/05/2019","A","Cycle Inspection / Initial Inspection",10
"3193","41008928","ALOYSIA'S LOUNGE","04/24/2018","A","Cycle Inspection / Initial Inspection",2
"3194","41009192","HOT POT JAMAICAN & AMERICAN CUISINE","05/23/2018","A","Cycle Inspection / Initial Inspection",12
"3195","41009267","UNDERGROUND PIZZA","01/18/2019","A","Cycle Inspection / Initial Inspection",9
"3196","41009364","LIMAN RESTAURANT","02/22/2018","A","Cycle Inspection / Initial Inspection",12
"3197","41009410","M1-5","01/03/2018","A","Cycle Inspection / Initial Inspection",13
"3198","41009687","CHIPOTLE MEXICAN GRILL","03/14/2019","A","Cycle Inspection / Initial Inspection",4
"3199","41009780","BELLEROSE FAMOUS PIZZA","03/11/2019","A","Cycle Inspection / Initial Inspection",7
"3200","41010148","NEW LANE PIZZERIA","01/03/2019","A","Cycle Inspection / Re-inspection",12
"3201","41010271","MINCA RAMEN FACTORY","03/21/2019","A","Cycle Inspection / Re-inspection",12
"3202","41010358","L'AMOUR","03/01/2019","A","Cycle Inspection / Initial Inspection",11
"3203","41010361","MARLOW AND SONS","10/25/2018","A","Cycle Inspection / Initial Inspection",11
"3204","41010433","LONDEL'S SUPPER CLUB","04/03/2018","A","Cycle Inspection / Re-inspection",10
"3205","41011016","STARBUCKS COFFEE","02/07/2019","A","Cycle Inspection / Initial Inspection",9
"3206","41011050","EAST 86 CINEMAS","09/21/2018","A","Cycle Inspection / Initial Inspection",7
"3207","41011076","YAKITORI SUN-CHAN","08/08/2017","A","Cycle Inspection / Initial Inspection",12
"3208","41011232","DROM","05/01/2018","A","Cycle Inspection / Re-inspection",9
"3209","41011282","VIRGIN ATLANTIC CLUB HOUSE","06/13/2018","A","Cycle Inspection / Initial Inspection",7
"3210","41011367","MEXICANA DELI GROCERY","03/05/2019","A","Cycle Inspection / Initial Inspection",2
"3211","41011463","MINI PICANTERIA EL GUAYAQUILENO RESTAURANT","05/23/2018","A","Cycle Inspection / Initial Inspection",9
"3212","41011580","THE SPOTTED PIG","04/23/2018","A","Cycle Inspection / Initial Inspection",12
"3213","41011581","WOGIES","03/01/2019","A","Cycle Inspection / Initial Inspection",10
"3214","41011682","BARBUTO","04/18/2018","A","Cycle Inspection / Initial Inspection",12
"3215","41011815","CASTRO'S RESTAURANT","02/20/2019","A","Cycle Inspection / Initial Inspection",4
"3216","41011887","THE CITY BAKERY","02/11/2019","A","Cycle Inspection / Re-inspection",12
"3217","41012120","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","04/27/2018","A","Cycle Inspection / Initial Inspection",4
"3218","41012154","CHINA GARDEN CHINESE RESTAURANT","04/13/2018","A","Cycle Inspection / Initial Inspection",7
"3219","41012277","CHEZ MACOULE RESTAURANT","11/27/2018","A","Cycle Inspection / Initial Inspection",10
"3220","41012338","SLAINTE","03/06/2019","A","Cycle Inspection / Initial Inspection",4
"3221","41012907","TOLOACHE MEXICAN BISTRO","03/28/2018","A","Cycle Inspection / Initial Inspection",13
"3222","41012946","TIME WARNER(CAFETERIA)","08/17/2018","A","Cycle Inspection / Initial Inspection",11
"3223","41012973","MAMA'S PIZZERIA","11/26/2018","A","Cycle Inspection / Initial Inspection",9
"3224","41012979","HALAL COFFEE SHOP RESTAURANT","02/21/2018","A","Cycle Inspection / Initial Inspection",3
"3225","41013386","LA CASA DEL POLLO PERUANO II","04/24/2018","A","Cycle Inspection / Initial Inspection",5
"3226","41013755","RUMOURS","11/19/2018","B","Cycle Inspection / Re-inspection",27
"3227","41013850","GOTHAM  CITY BILLIARD CLUB","09/18/2018","A","Cycle Inspection / Initial Inspection",5
"3228","41013992","MCDONALD'S","06/18/2018","A","Cycle Inspection / Initial Inspection",12
"3229","41014003","STARBUCKS","09/19/2018","A","Cycle Inspection / Initial Inspection",11
"3230","41014056","REYES RESTAURANT","03/05/2019","A","Cycle Inspection / Initial Inspection",9
"3231","41014384","TONIC TIMES SQUARE","11/19/2018","A","Cycle Inspection / Re-inspection",12
"3232","41014435","YOLI RESTAURANT","04/05/2019","Z","Cycle Inspection / Reopening Inspection",7
"3233","41014480","BECCOFINO","04/09/2019","A","Cycle Inspection / Re-inspection",7
"3234","41014554","STARBUCKS","06/04/2018","A","Cycle Inspection / Initial Inspection",2
"3235","41014566","STARBUCKS","03/25/2019","A","Cycle Inspection / Initial Inspection",6
"3236","41014575","STARBUCKS","08/02/2018","A","Cycle Inspection / Initial Inspection",7
"3237","41014581","LANDY PIZZERIA RESTAURANT","01/17/2019","A","Cycle Inspection / Initial Inspection",13
"3238","41014673","PARISCIEN BAKERY","10/15/2018","A","Cycle Inspection / Re-inspection",13
"3239","41014679","BATTERY GARDENS RESTAURANT","09/10/2018","A","Cycle Inspection / Re-inspection",12
"3240","41014806","SUBWAY","01/18/2019","A","Cycle Inspection / Initial Inspection",8
"3241","41014823","FAT CAT BILLIARDS","02/26/2019",NA,"Cycle Inspection / Re-inspection",17
"3242","41014851","CATERINA PIZZA","08/09/2018","A","Cycle Inspection / Initial Inspection",12
"3243","41014875","CARNATION BAKERY","10/18/2018","A","Cycle Inspection / Initial Inspection",10
"3244","41014952","CORTE CAFE","12/06/2018","A","Cycle Inspection / Re-inspection",9
"3245","41015002","EL CASTILLO DE YAQUE RESTAURANT","01/28/2019","A","Cycle Inspection / Re-inspection",9
"3246","41015170","CARMINE'S PIZZA","05/10/2018","A","Cycle Inspection / Initial Inspection",13
"3247","41015455","APPLEBEE'S","08/09/2018","A","Cycle Inspection / Initial Inspection",9
"3248","41015818","BOZU","08/12/2017","A","Cycle Inspection / Initial Inspection",5
"3249","41015916","SUBWAY","02/12/2019","A","Cycle Inspection / Initial Inspection",7
"3250","41015947","MORRIS YACHT & BEACH CLUB","06/27/2018","A","Cycle Inspection / Re-inspection",12
"3251","41016441","JAMAICAN FLAVORS","01/18/2019","A","Cycle Inspection / Initial Inspection",9
"3252","41016585","HQ CLUB","04/19/2018","A","Cycle Inspection / Initial Inspection",13
"3253","41016607","EAST RIVER","01/24/2018","A","Cycle Inspection / Initial Inspection",11
"3254","41016740","SATGURU SWEETS & CATERING","11/21/2018","B","Cycle Inspection / Re-inspection",22
"3255","41017379","SAL'S PIZZA / MAMMA MARIA RESTAURANT","02/11/2019","A","Cycle Inspection / Initial Inspection",10
"3256","41017390","EUROPAN CAFE","09/18/2018","A","Cycle Inspection / Re-inspection",8
"3257","41017547","JEREMY'S ALE HOUSE","11/16/2018","A","Cycle Inspection / Initial Inspection",13
"3258","41017592","KIMGANAE RESTAURANT","03/11/2019","Z","Cycle Inspection / Re-inspection",49
"3259","41017770","GRAZIELLA'S","12/28/2018","A","Cycle Inspection / Initial Inspection",13
"3260","41017876","BROOKLYN SOCIAL","03/26/2019","A","Cycle Inspection / Initial Inspection",2
"3261","41017916","AIRWAYS PIZZA & GYRO RESTAURANT","03/06/2019","A","Cycle Inspection / Initial Inspection",11
"3262","41017954","EL PANADERO BAKERY","05/02/2018","A","Cycle Inspection / Initial Inspection",12
"3263","41018004","ANGELICA PIZZERIA","04/11/2018","A","Cycle Inspection / Initial Inspection",3
"3264","41018146","TROPICAL II RESTAURANT","05/21/2018","A","Cycle Inspection / Initial Inspection",12
"3265","41018152","MAMAN & MIMI NOLITA","02/07/2018","A","Cycle Inspection / Initial Inspection",11
"3266","41018252","COLES DOCK SIDE RESTAURANT","03/19/2019","A","Cycle Inspection / Initial Inspection",8
"3267","41019069","PEPPAS JERK CHICKEN RESTAURANT","05/07/2018","A","Cycle Inspection / Initial Inspection",9
"3268","41019083","PEPPINO'S","02/14/2019","A","Cycle Inspection / Initial Inspection",12
"3269","41019412","GEN RESTAURANT","06/13/2018","A","Cycle Inspection / Initial Inspection",12
"3270","41019523","GRILL POINT","01/09/2019","A","Cycle Inspection / Re-inspection",10
"3271","41020005","UNCLE BILL'S DINER","03/11/2019","A","Cycle Inspection / Initial Inspection",13
"3272","41020235","FULTON HOT DOG KING","04/04/2019","A","Cycle Inspection / Initial Inspection",12
"3273","41020284","LITTLE ITALY PIZZA","03/20/2018","A","Cycle Inspection / Initial Inspection",12
"3274","41020286","THE HOUSE OF BREWS","01/18/2019","A","Cycle Inspection / Re-inspection",13
"3275","41020311","SHARAN DELI","01/17/2019","Z","Cycle Inspection / Reopening Inspection",9
"3276","41020367","CUCINA FRESCA","04/26/2018","A","Cycle Inspection / Initial Inspection",13
"3277","41020436","GROUNDED","10/17/2018","A","Cycle Inspection / Initial Inspection",7
"3278","41020466","FORTY CARROTS","10/03/2018","A","Cycle Inspection / Re-inspection",2
"3279","41020593","MAISON MAY","07/20/2017","A","Cycle Inspection / Initial Inspection",5
"3280","41020745","MARGARITA SALOON","09/24/2018","A","Cycle Inspection / Re-inspection",12
"3281","41021233","HOMESTEAD GOURMET SHOP","10/03/2018","A","Cycle Inspection / Initial Inspection",11
"3282","41021272","FIORE'S PIZZA","04/12/2018","A","Cycle Inspection / Initial Inspection",3
"3283","41021287","VENICE PIZZA","02/01/2019","A","Cycle Inspection / Initial Inspection",4
"3284","41021523","VILLAGE VANGUARD","11/01/2018","A","Cycle Inspection / Initial Inspection",2
"3285","41021528","SUBWAY","04/26/2018","A","Cycle Inspection / Initial Inspection",7
"3286","41021766","SORRENTO'S PIZZERIA","03/28/2018","A","Cycle Inspection / Initial Inspection",9
"3287","41021933","LE GOURMET","03/21/2019","A","Cycle Inspection / Initial Inspection",8
"3288","41021991","EXTRA VIRGIN","12/06/2018","A","Cycle Inspection / Re-inspection",10
"3289","41022144","MASTRO'S STEAKHOUSE","04/09/2019","A","Cycle Inspection / Initial Inspection",7
"3290","41022153","STARBUCKS","02/27/2019","A","Cycle Inspection / Initial Inspection",2
"3291","41022267","JALLOH FAMILY RESTAURANT","03/20/2018","A","Cycle Inspection / Initial Inspection",13
"3292","41022489","LA CANOA","12/27/2018","A","Cycle Inspection / Re-inspection",5
"3293","41022513","FLOYD, NY","03/15/2018","A","Cycle Inspection / Initial Inspection",12
"3294","41022628","PHO MEKONG","01/28/2019","B","Cycle Inspection / Re-inspection",18
"3295","41022637","STONE PARK CAFE","02/20/2019","A","Cycle Inspection / Re-inspection",12
"3296","41022701","POUND AND PENCE","08/01/2018","A","Cycle Inspection / Initial Inspection",9
"3297","41022790","ZABLOZKIS","05/24/2018","A","Cycle Inspection / Initial Inspection",9
"3298","41022886","THE RANDOLPH AT BROOME","02/27/2018","A","Cycle Inspection / Re-inspection",5
"3299","41022989","MULBERRY STREET BAR","03/12/2019","A","Cycle Inspection / Initial Inspection",7
"3300","41022993","POSTO","08/27/2018","A","Cycle Inspection / Initial Inspection",11
"3301","41023553","59E59 BAR","05/16/2018","A","Cycle Inspection / Initial Inspection",7
